

Software Version	3.14.03



Experiment File Path:	C:\Users\Public\Documents\Experiments\Hermina\serial_passage\8July24\day1--8July24.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\rough_growth_curve.prt



Plate Number	Plate 1
Date	08/07/2024
Time	11:59:28
Reader Type:	Epoch 2
Reader Serial Number:	23053024
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 30°C, Gradient 1 °C
	Preheat before moving to next step
Read	OD 600
	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
Start Kinetic	Runtime 24:00:00 (HH:MM:SS), Interval 0:10:00, 145 Reads
    Shake	Double Orbital: Continuous
	Frequency: 205 cpm (5 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

OD 600:600

7:09:16	30.2	0.2842	1.4901	1.4637	1.4765	1.3575	1.3638	1.4875	1.3944	1.2117	1.2477	0.2691	0.2734	1.3934	1.6349	0.8661	1.5923	1.2936	0.2689	1.4195	1.3144	1.2813	0.2675	0.2772	1.1772	1.4088	0.7649	1.3488	0.7386	1.3627	0.2684	1.3622	1.4102	1.2948	1.4054	0.2672	1.2205	1.4558	1.3929	1.3679	1.3572	1.3577	0.2621	1.4482	1.3401	1.5475	0.7906	0.2575	1.0752	1.3576	1.5739	1.3755	1.5571	1.3101	0.2716	1.4438	0.2608	0.7165	1.3343	0.2713	1.2986	0.7504	1.4301	1.3636	1.4196	0.2644	0.2601	1.5515	0.2595	1.3041	1.2979	0.2519	1.3045	1.5380	1.4792	1.3336	1.4148	1.4370	0.2548	0.6858	0.2494	1.4612	1.2160	0.2638	0.7879	0.2704	1.5199	0.2564	1.4659	0.7950	1.5219	1.3219	0.2910	1.4132	1.3693	1.6400	0.2804
7:19:16	30.2	0.2845	1.5027	1.4703	1.4917	1.3675	1.3710	1.4901	1.4177	1.2380	1.2639	0.2693	0.2735	1.4128	1.6390	0.8841	1.6065	1.3060	0.2688	1.4282	1.3292	1.3083	0.2675	0.2774	1.1944	1.4212	0.7687	1.3616	0.7481	1.3743	0.2687	1.3722	1.4219	1.3121	1.4143	0.2672	1.2357	1.4622	1.4008	1.3788	1.3695	1.3654	0.2622	1.4590	1.3487	1.5518	0.7968	0.2577	1.1097	1.3717	1.5754	1.3897	1.5621	1.3274	0.2716	1.4510	0.2610	0.7246	1.3442	0.2715	1.3096	0.7648	1.4398	1.3743	1.4329	0.2665	0.2602	1.5551	0.2570	1.3156	1.3177	0.2523	1.3107	1.5514	1.4880	1.3466	1.4252	1.4485	0.2549	0.6929	0.2495	1.4661	1.2349	0.2641	0.7946	0.2705	1.5266	0.2566	1.4783	0.8108	1.5322	1.3341	0.2913	1.4282	1.3735	1.6458	0.2804
7:29:16	30.2	0.2841	1.5122	1.4789	1.4983	1.3736	1.3814	1.4941	1.4130	1.2632	1.2740	0.2693	0.2735	1.4140	1.6424	0.9027	1.6084	1.3178	0.2687	1.4367	1.3393	1.3162	0.2676	0.2775	1.2137	1.4365	0.7822	1.3687	0.7588	1.3872	0.2685	1.3888	1.4314	1.3307	1.4222	0.2673	1.2464	1.4706	1.4008	1.3856	1.3797	1.3796	0.2622	1.4687	1.3552	1.5576	0.8102	0.2577	1.1473	1.3795	1.5790	1.4046	1.5668	1.3348	0.2713	1.4629	0.2609	0.7378	1.3546	0.2715	1.3217	0.7696	1.4490	1.3852	1.4402	0.2655	0.2602	1.5703	0.2580	1.3297	1.3273	0.2522	1.3220	1.5550	1.4950	1.3557	1.4382	1.4571	0.2549	0.6989	0.2495	1.4790	1.2543	0.2639	0.8067	0.2704	1.5335	0.2566	1.4798	0.8188	1.5398	1.3451	0.2910	1.4355	1.3896	1.6480	0.2804
7:39:16	30.2	0.2842	1.5196	1.4861	1.5061	1.3842	1.3965	1.5110	1.4383	1.2772	1.2936	0.2692	0.2735	1.4347	1.6459	0.9175	1.6121	1.3331	0.2687	1.4469	1.3487	1.3444	0.2675	0.2773	1.2228	1.4468	0.7909	1.3769	0.7668	1.4000	0.2684	1.4029	1.4395	1.3429	1.4325	0.2672	1.2744	1.4698	1.4134	1.3910	1.3890	1.3945	0.2620	1.4722	1.3657	1.5640	0.8141	0.2575	1.1719	1.3898	1.5866	1.4218	1.5776	1.3509	0.2715	1.4734	0.2608	0.7375	1.3748	0.2713	1.3351	0.7768	1.4636	1.3996	1.4491	0.2639	0.2603	1.5793	0.2579	1.3340	1.3413	0.2520	1.3355	1.5606	1.5048	1.3678	1.4435	1.4714	0.2548	0.7162	0.2493	1.4864	1.2690	0.2639	0.8149	0.2704	1.5406	0.2565	1.5022	0.8376	1.5439	1.3565	0.2908	1.4534	1.4000	1.6575	0.2804
7:49:16	30.2	0.2844	1.5271	1.4964	1.5117	1.3919	1.4077	1.5108	1.4395	1.3036	1.3034	0.2693	0.2737	1.4412	1.6489	0.9373	1.6164	1.3407	0.2689	1.4552	1.3653	1.3588	0.2675	0.2774	1.2340	1.4586	0.8061	1.3864	0.7794	1.4098	0.2686	1.4104	1.4463	1.3559	1.4399	0.2673	1.2837	1.4798	1.4115	1.4009	1.3929	1.4123	0.2622	1.4885	1.3675	1.5769	0.8277	0.2576	1.1985	1.3904	1.5885	1.4249	1.5792	1.3577	0.2716	1.4808	0.2611	0.7530	1.3781	0.2716	1.3346	0.7861	1.4696	1.4083	1.4635	0.2668	0.2602	1.5803	0.2587	1.3455	1.3474	0.2524	1.3536	1.5694	1.5124	1.3742	1.4511	1.4808	0.2550	0.7215	0.2497	1.4950	1.2905	0.2640	0.8257	0.2705	1.5379	0.2567	1.5041	0.8468	1.5534	1.3643	0.2909	1.4635	1.4130	1.6630	0.2803
7:59:16	30.2	0.2845	1.5343	1.5001	1.5180	1.4051	1.4259	1.5254	1.4452	1.3143	1.3186	0.2691	0.2735	1.4535	1.6518	0.9554	1.6204	1.3565	0.2688	1.4665	1.3794	1.3690	0.2673	0.2773	1.2511	1.4709	0.8187	1.3944	0.7900	1.4254	0.2686	1.4241	1.4548	1.3698	1.4537	0.2671	1.2948	1.4849	1.4148	1.4055	1.3892	1.4152	0.2620	1.4963	1.3800	1.5763	0.8339	0.2575	1.2218	1.3963	1.5977	1.4389	1.5866	1.3699	0.2716	1.4894	0.2610	0.7588	1.3857	0.2714	1.3595	0.7905	1.4785	1.4190	1.4703	0.2643	0.2600	1.5915	0.2616	1.3496	1.3663	0.2523	1.3627	1.5781	1.5235	1.3858	1.4637	1.4888	0.2548	0.7294	0.2495	1.5035	1.3076	0.2639	0.8370	0.2704	1.5506	0.2565	1.5139	0.8565	1.5627	1.3708	0.2907	1.4725	1.4250	1.6672	0.2804
8:09:16	30.2	0.2845	1.5450	1.5067	1.5256	1.4080	1.4403	1.5342	1.4415	1.3304	1.3361	0.2693	0.2736	1.4626	1.6565	0.9726	1.6277	1.3690	0.2688	1.4788	1.3879	1.3872	0.2675	0.2775	1.2656	1.4820	0.8277	1.4046	0.8077	1.4358	0.2687	1.4357	1.4682	1.3841	1.4612	0.2673	1.3312	1.4902	1.4273	1.4206	1.4048	1.4244	0.2623	1.4979	1.3957	1.5840	0.8437	0.2576	1.2494	1.4062	1.6048	1.4461	1.5950	1.3793	0.2717	1.5009	0.2611	0.7611	1.3958	0.2715	1.3646	0.7969	1.4881	1.4331	1.4770	0.2652	0.2603	1.5992	0.2613	1.3529	1.3774	0.2524	1.3689	1.5840	1.5287	1.3975	1.4740	1.4982	0.2550	0.7422	0.2497	1.5060	1.3250	0.2642	0.8459	0.2707	1.5554	0.2567	1.5227	0.8846	1.5691	1.3772	0.2908	1.4824	1.4350	1.6733	0.2805
8:19:16	30.2	0.2845	1.5501	1.5159	1.5360	1.4148	1.4462	1.5400	1.4667	1.3528	1.3479	0.2695	0.2738	1.4651	1.6582	0.9914	1.6319	1.3742	0.2688	1.4894	1.4040	1.3985	0.2675	0.2774	1.2836	1.4896	0.8452	1.4129	0.8238	1.4438	0.2687	1.4407	1.4735	1.3982	1.4696	0.2673	1.3236	1.5035	1.4217	1.4240	1.4043	1.4430	0.2623	1.5110	1.3978	1.5937	0.8586	0.2576	1.2685	1.4059	1.6058	1.4545	1.5983	1.3923	0.2718	1.5056	0.2609	0.7759	1.4112	0.2715	1.3742	0.8084	1.4962	1.4408	1.4818	0.2668	0.2603	1.6044	0.2600	1.3602	1.3849	0.2523	1.3817	1.5913	1.5338	1.4095	1.4770	1.5072	0.2551	0.7514	0.2496	1.5185	1.3367	0.2642	0.8592	0.2706	1.5519	0.2567	1.5205	0.8995	1.5766	1.3785	0.2910	1.4890	1.4409	1.6764	0.2806
8:29:16	30.2	0.2845	1.5561	1.5217	1.5428	1.4245	1.4709	1.5424	1.4746	1.3602	1.3681	0.2693	0.2736	1.4856	1.6617	1.0155	1.6321	1.3921	0.2689	1.4928	1.4085	1.3926	0.2675	0.2775	1.2817	1.5000	0.8628	1.4202	0.8438	1.4545	0.2688	1.4549	1.4836	1.4086	1.4774	0.2674	1.3494	1.5109	1.4339	1.4375	1.4170	1.4499	0.2622	1.5122	1.4132	1.5994	0.8647	0.2576	1.2869	1.4206	1.6145	1.4653	1.5993	1.4056	0.2717	1.5125	0.2610	0.7793	1.4187	0.2716	1.3855	0.8147	1.5037	1.4515	1.4907	0.2640	0.2602	1.6173	0.2601	1.3602	1.3971	0.2524	1.3842	1.5993	1.5403	1.4225	1.4894	1.5140	0.2550	0.7670	0.2495	1.5203	1.3537	0.2641	0.8710	0.2704	1.5591	0.2567	1.5361	0.9173	1.5837	1.3840	0.2908	1.5034	1.4521	1.6840	0.2805
8:39:16	30.2	0.2844	1.5602	1.5271	1.5445	1.4353	1.4780	1.5440	1.4797	1.3852	1.3707	0.2694	0.2736	1.4902	1.6646	1.0356	1.6418	1.3988	0.2688	1.5044	1.4189	1.4234	0.2675	0.2775	1.3072	1.5063	0.8783	1.4257	0.8646	1.4616	0.2687	1.4602	1.4881	1.4220	1.4825	0.2672	1.3642	1.5140	1.4337	1.4429	1.4199	1.4552	0.2622	1.5231	1.4245	1.6044	0.8812	0.2576	1.3065	1.4149	1.6111	1.4726	1.6027	1.4147	0.2716	1.5163	0.2610	0.7928	1.4276	0.2714	1.3938	0.8232	1.5082	1.4607	1.4953	0.2643	0.2603	1.6238	0.2575	1.3688	1.4036	0.2523	1.3977	1.6057	1.5497	1.4273	1.4950	1.5183	0.2550	0.7725	0.2496	1.5280	1.3603	0.2640	0.8839	0.2706	1.5644	0.2566	1.5302	0.9341	1.5884	1.3857	0.2906	1.5047	1.4635	1.6879	0.2806
8:49:16	30.2	0.2845	1.5657	1.5337	1.5483	1.4363	1.4935	1.5529	1.4906	1.3902	1.3770	0.2692	0.2735	1.4937	1.6665	1.0570	1.6415	1.3984	0.2689	1.5077	1.4358	1.4282	0.2675	0.2775	1.3165	1.5116	0.8976	1.4357	0.8896	1.4702	0.2688	1.4660	1.4976	1.4317	1.4945	0.2673	1.3837	1.5201	1.4386	1.4484	1.4296	1.4671	0.2622	1.5311	1.4237	1.6084	0.8936	0.2576	1.3192	1.4201	1.6157	1.4803	1.6066	1.4192	0.2717	1.5232	0.2610	0.7998	1.4342	0.2715	1.3989	0.8315	1.5152	1.4705	1.5000	0.2657	0.2603	1.6263	0.2617	1.3771	1.4181	0.2523	1.4109	1.6101	1.5540	1.4352	1.5030	1.5322	0.2549	0.7839	0.2495	1.5358	1.3722	0.2641	0.9009	0.2705	1.5706	0.2566	1.5400	0.9526	1.5972	1.3883	0.2908	1.5108	1.4717	1.6911	0.2806
8:59:16	30.2	0.2845	1.5723	1.5423	1.5622	1.4451	1.4928	1.5615	1.4750	1.3999	1.3929	0.2694	0.2736	1.5102	1.6709	1.0787	1.6467	1.4254	0.2689	1.5076	1.4400	1.4424	0.2676	0.2774	1.3316	1.5237	0.9193	1.4451	0.9168	1.4788	0.2687	1.4787	1.5051	1.4417	1.5024	0.2674	1.3971	1.5315	1.4501	1.4585	1.4366	1.4780	0.2623	1.5324	1.4441	1.6161	0.9011	0.2578	1.3347	1.4354	1.6226	1.4847	1.6155	1.4337	0.2717	1.5256	0.2611	0.8056	1.4404	0.2715	1.4117	0.8367	1.5196	1.4810	1.5079	0.2658	0.2601	1.6323	0.2579	1.3779	1.4250	0.2524	1.4127	1.6189	1.5577	1.4473	1.5127	1.5322	0.2550	0.8016	0.2495	1.5436	1.3841	0.2642	0.9101	0.2706	1.5825	0.2566	1.5416	0.9587	1.6051	1.3927	0.2910	1.5201	1.4830	1.7010	0.2806
9:09:16	30.2	0.2847	1.5791	1.5459	1.5584	1.4616	1.5042	1.5697	1.4881	1.4185	1.4127	0.2694	0.2735	1.5168	1.6744	1.1016	1.6544	1.4268	0.2689	1.5160	1.4620	1.4447	0.2675	0.2775	1.3347	1.5235	0.9407	1.4570	0.9414	1.4848	0.2688	1.4847	1.5123	1.4523	1.5045	0.2673	1.4047	1.5367	1.4499	1.4668	1.4436	1.4831	0.2624	1.5380	1.4514	1.6181	0.9182	0.2579	1.3463	1.4317	1.6253	1.4911	1.6191	1.4409	0.2718	1.5342	0.2611	0.8187	1.4501	0.2716	1.4203	0.8498	1.5251	1.4838	1.5101	0.2646	0.2602	1.6360	0.2619	1.3868	1.4304	0.2525	1.4249	1.6239	1.5635	1.4522	1.5115	1.5417	0.2552	0.8094	0.2496	1.5431	1.3936	0.2643	0.9234	0.2706	1.5875	0.2568	1.5539	0.9752	1.6083	1.3970	0.2909	1.5212	1.4876	1.7029	0.2805
9:19:16	30.1	0.2848	1.5826	1.5529	1.5709	1.4665	1.5062	1.5687	1.5032	1.4286	1.4169	0.2693	0.2735	1.5214	1.6768	1.1196	1.6524	1.4392	0.2688	1.5141	1.4680	1.4573	0.2676	0.2774	1.3624	1.5322	0.9646	1.4614	0.9679	1.4889	0.2687	1.4986	1.5174	1.4560	1.5166	0.2675	1.4168	1.5431	1.4632	1.4717	1.4519	1.4853	0.2622	1.5471	1.4541	1.6234	0.9296	0.2578	1.3606	1.4451	1.6300	1.4940	1.6225	1.4539	0.2717	1.5376	0.2611	0.8259	1.4527	0.2715	1.4211	0.8605	1.5293	1.4945	1.5167	0.2655	0.2601	1.6462	0.2575	1.3876	1.4378	0.2526	1.4275	1.6321	1.5664	1.4642	1.5225	1.5473	0.2550	0.8275	0.2496	1.5547	1.4051	0.2641	0.9397	0.2705	1.5897	0.2566	1.5608	0.9930	1.6151	1.4031	0.2907	1.5261	1.4985	1.7099	0.2806
9:29:16	30.2	0.2845	1.5895	1.5525	1.5725	1.4740	1.5143	1.5791	1.5140	1.4422	1.4329	0.2692	0.2734	1.5283	1.6797	1.1408	1.6596	1.4475	0.2688	1.5198	1.4830	1.4629	0.2674	0.2774	1.3735	1.5339	0.9929	1.4693	0.9952	1.5010	0.2686	1.5019	1.5284	1.4670	1.5240	0.2672	1.4326	1.5497	1.4615	1.4804	1.4611	1.4994	0.2622	1.5511	1.4683	1.6307	0.9468	0.2576	1.3683	1.4432	1.6315	1.4984	1.6266	1.4602	0.2717	1.5420	0.2610	0.8421	1.4656	0.2714	1.4353	0.8762	1.5315	1.5020	1.5169	0.2661	0.2600	1.6474	0.2582	1.3989	1.4512	0.2523	1.4435	1.6455	1.5755	1.4671	1.5238	1.5548	0.2548	0.8389	0.2495	1.5629	1.4144	0.2640	0.9547	0.2704	1.6047	0.2566	1.5702	1.0148	1.6196	1.4087	0.2906	1.5305	1.5098	1.7115	0.2804
9:39:16	30.2	0.2846	1.5917	1.5641	1.5736	1.4708	1.5237	1.5838	1.5231	1.4520	1.4436	0.2693	0.2736	1.5322	1.6845	1.1566	1.6666	1.4563	0.2688	1.5204	1.4900	1.4667	0.2676	0.2774	1.3817	1.5403	1.0126	1.4766	1.0186	1.5022	0.2687	1.5046	1.5365	1.4775	1.5302	0.2674	1.4408	1.5523	1.4643	1.4846	1.4637	1.5093	0.2622	1.5603	1.4755	1.6326	0.9675	0.2577	1.3793	1.4457	1.6332	1.5031	1.6288	1.4719	0.2715	1.5454	0.2610	0.8628	1.4704	0.2715	1.4348	0.8930	1.5362	1.5173	1.5225	0.2665	0.2601	1.6536	0.2612	1.4052	1.4538	0.2523	1.4503	1.6460	1.5766	1.4725	1.5233	1.5593	0.2550	0.8572	0.2496	1.5681	1.4252	0.2641	0.9702	0.2706	1.6127	0.2566	1.5744	1.0344	1.6212	1.4099	0.2907	1.5300	1.5218	1.7110	0.2805
9:49:16	30.2	0.2846	1.5937	1.5676	1.5826	1.4853	1.5399	1.5914	1.5270	1.4611	1.4451	0.2692	0.2734	1.5432	1.6918	1.1729	1.6655	1.4615	0.2688	1.5163	1.5076	1.4763	0.2674	0.2775	1.3947	1.5433	1.0362	1.4875	1.0413	1.5038	0.2688	1.5114	1.5351	1.4822	1.5373	0.2673	1.4454	1.5591	1.4734	1.4900	1.4651	1.5116	0.2621	1.5584	1.4832	1.6396	0.9775	0.2576	1.3867	1.4545	1.6352	1.5013	1.6327	1.4777	0.2717	1.5528	0.2612	0.8796	1.4756	0.2716	1.4439	0.9111	1.5399	1.5161	1.5268	0.2640	0.2601	1.6598	0.2584	1.4064	1.4608	0.2524	1.4536	1.6560	1.5790	1.4825	1.5343	1.5639	0.2550	0.8786	0.2495	1.5706	1.4297	0.2641	0.9801	0.2705	1.6131	0.2566	1.5744	1.0444	1.6199	1.4140	0.2909	1.5349	1.5273	1.7214	0.2805
9:59:16	30.2	0.2845	1.5978	1.5782	1.5829	1.4916	1.5392	1.5953	1.5313	1.4629	1.4541	0.2692	0.2735	1.5484	1.6887	1.1905	1.6697	1.4675	0.2688	1.5191	1.5168	1.4905	0.2675	0.2773	1.4040	1.5432	1.0584	1.4939	1.0642	1.5092	0.2687	1.5191	1.5497	1.4917	1.5429	0.2673	1.4619	1.5632	1.4741	1.4963	1.4660	1.5164	0.2622	1.5679	1.4884	1.6432	0.9941	0.2576	1.3851	1.4541	1.6426	1.5031	1.6353	1.4898	0.2717	1.5540	0.2610	0.9049	1.4806	0.2716	1.4526	0.9338	1.5401	1.5251	1.5251	0.2667	0.2601	1.6663	0.2585	1.4168	1.4716	0.2524	1.4608	1.6613	1.5819	1.4953	1.5393	1.5699	0.2549	0.8995	0.2495	1.5762	1.4332	0.2642	0.9925	0.2705	1.6129	0.2566	1.5749	1.0686	1.6246	1.4197	0.2907	1.5358	1.5382	1.7229	0.2804
10:09:16	30.1	0.2847	1.6011	1.5771	1.5808	1.4997	1.5573	1.5944	1.5406	1.4737	1.4606	0.2693	0.2737	1.5515	1.6941	1.2079	1.6806	1.4805	0.2690	1.5204	1.5264	1.5060	0.2675	0.2775	1.4081	1.5444	1.0831	1.5043	1.0853	1.5109	0.2689	1.5277	1.5584	1.4974	1.5476	0.2674	1.4643	1.5712	1.4854	1.5009	1.4765	1.5231	0.2624	1.5786	1.4939	1.6464	1.0145	0.2576	1.3897	1.4606	1.6436	1.5053	1.6374	1.4928	0.2718	1.5516	0.2611	0.9337	1.4920	0.2716	1.4609	0.9564	1.5412	1.5372	1.5251	0.2646	0.2602	1.6746	0.2604	1.4203	1.4783	0.2525	1.4674	1.6699	1.5888	1.4976	1.5441	1.5747	0.2550	0.9230	0.2495	1.5808	1.4387	0.2642	1.0089	0.2706	1.6128	0.2567	1.5766	1.0922	1.6297	1.4247	0.2907	1.5407	1.5358	1.7248	0.2807
10:19:16	30.2	0.2846	1.6005	1.5831	1.5831	1.4997	1.5594	1.6020	1.5484	1.4783	1.4684	0.2693	0.2736	1.5572	1.6961	1.2240	1.6844	1.4817	0.2689	1.5250	1.5233	1.5066	0.2676	0.2775	1.4182	1.5434	1.1034	1.5054	1.1060	1.5204	0.2687	1.5309	1.5625	1.5040	1.5580	0.2672	1.4751	1.5736	1.4810	1.5117	1.4753	1.5251	0.2623	1.5816	1.5000	1.6494	1.0382	0.2576	1.4034	1.4591	1.6452	1.5093	1.6400	1.4981	0.2717	1.5551	0.2610	0.9643	1.4985	0.2714	1.4651	0.9793	1.5439	1.5430	1.5297	0.2641	0.2602	1.6782	0.2569	1.4209	1.4844	0.2524	1.4743	1.6674	1.5919	1.5064	1.5462	1.5821	0.2550	0.9480	0.2495	1.5803	1.4452	0.2641	1.0228	0.2704	1.6153	0.2566	1.5814	1.1114	1.6259	1.4265	0.2907	1.5409	1.5404	1.7255	0.2805
10:29:16	30.2	0.2848	1.6061	1.5873	1.5884	1.5038	1.5636	1.6056	1.5463	1.4869	1.4783	0.2694	0.2734	1.5612	1.7015	1.2344	1.6865	1.4876	0.2689	1.5176	1.5347	1.5131	0.2676	0.2775	1.4305	1.5442	1.1230	1.5087	1.1249	1.5231	0.2688	1.5352	1.5685	1.5132	1.5614	0.2673	1.4817	1.5795	1.4913	1.5165	1.4838	1.5374	0.2623	1.5831	1.5097	1.6558	1.0539	0.2577	1.4062	1.4642	1.6450	1.5164	1.6477	1.5025	0.2717	1.5666	0.2611	0.9959	1.4986	0.2715	1.4722	1.0048	1.5423	1.5467	1.5307	0.2666	0.2600	1.6810	0.2580	1.4281	1.4946	0.2524	1.4771	1.6752	1.5921	1.5112	1.5481	1.5881	0.2550	0.9696	0.2496	1.5841	1.4476	0.2641	1.0356	0.2706	1.6233	0.2566	1.5936	1.1400	1.6264	1.4311	0.2908	1.5415	1.5527	1.7285	0.2805
10:39:16	30.2	0.2847	1.6034	1.5957	1.5817	1.5153	1.5715	1.6109	1.5669	1.4940	1.4895	0.2693	0.2736	1.5589	1.6987	1.2548	1.6847	1.4933	0.2687	1.5234	1.5354	1.5261	0.2676	0.2774	1.4449	1.5457	1.1418	1.5162	1.1441	1.5268	0.2687	1.5406	1.5738	1.5133	1.5667	0.2673	1.4925	1.5818	1.4853	1.5197	1.4864	1.5360	0.2625	1.5900	1.5160	1.6583	1.0761	0.2577	1.3892	1.4622	1.6492	1.5139	1.6497	1.5055	0.2718	1.5633	0.2611	1.0238	1.5094	0.2715	1.4778	1.0295	1.5441	1.5484	1.5251	0.2656	0.2603	1.6879	0.2588	1.4292	1.4949	0.2523	1.4885	1.6738	1.5956	1.5118	1.5501	1.5990	0.2551	0.9918	0.2495	1.5888	1.4587	0.2640	1.0521	0.2705	1.6244	0.2567	1.5969	1.1654	1.6242	1.4338	0.2907	1.5486	1.5509	1.7350	0.2805
10:49:16	30.2	0.2848	1.6048	1.5953	1.5881	1.5195	1.5773	1.6143	1.5677	1.4998	1.4980	0.2694	0.2737	1.5659	1.6999	1.2681	1.6961	1.4938	0.2688	1.5242	1.5370	1.5306	0.2677	0.2775	1.4527	1.5504	1.1592	1.5246	1.1602	1.5260	0.2689	1.5445	1.5834	1.4927	1.5740	0.2675	1.4908	1.5842	1.4885	1.5263	1.4850	1.5474	0.2625	1.5937	1.5237	1.6573	1.0960	0.2578	1.3817	1.4647	1.6546	1.5208	1.6497	1.5161	0.2718	1.5609	0.2612	1.0509	1.5132	0.2715	1.4813	1.0528	1.5468	1.5514	1.5238	0.2641	0.2604	1.6906	0.2620	1.4377	1.5031	0.2525	1.4936	1.6810	1.5985	1.5168	1.5539	1.6022	0.2551	1.0135	0.2496	1.5912	1.4578	0.2642	1.0689	0.2707	1.6244	0.2567	1.5985	1.1856	1.6303	1.4369	0.2910	1.5510	1.5464	1.7374	0.2806
10:59:15	30.2	0.2848	1.6020	1.5996	1.5902	1.5250	1.5780	1.6149	1.5690	1.5033	1.5057	0.2692	0.2735	1.5735	1.7066	1.2819	1.6924	1.5043	0.2688	1.5265	1.5510	1.5281	0.2677	0.2774	1.4632	1.5411	1.1779	1.5300	1.1735	1.5244	0.2689	1.5522	1.5880	1.4903	1.5729	0.2673	1.4986	1.5913	1.5044	1.5230	1.4939	1.5498	0.2623	1.5983	1.5203	1.6630	1.1131	0.2578	1.3989	1.4734	1.6550	1.5165	1.6480	1.5183	0.2716	1.5709	0.2612	1.0760	1.5139	0.2715	1.4852	1.0733	1.5453	1.5534	1.5316	0.2667	0.2602	1.6820	0.2613	1.4430	1.5068	0.2524	1.4980	1.6805	1.5987	1.5163	1.5587	1.6024	0.2552	1.0375	0.2495	1.5956	1.4483	0.2642	1.0835	0.2706	1.6249	0.2566	1.6026	1.2019	1.6366	1.4385	0.2908	1.5531	1.5591	1.7390	0.2805
11:09:16	30.2	0.2847	1.5963	1.6048	1.5759	1.5299	1.5842	1.6198	1.5782	1.5065	1.5012	0.2693	0.2737	1.5837	1.7032	1.2988	1.6941	1.5094	0.2687	1.5274	1.5559	1.5306	0.2676	0.2773	1.4634	1.5383	1.1920	1.5342	1.1865	1.5274	0.2688	1.5600	1.5891	1.5006	1.5781	0.2674	1.5127	1.5989	1.5090	1.5365	1.4993	1.5510	0.2623	1.6018	1.5281	1.6631	1.1256	0.2579	1.3936	1.4776	1.6577	1.5177	1.6540	1.5234	0.2717	1.5755	0.2612	1.0996	1.5168	0.2717	1.4903	1.0931	1.5441	1.5576	1.5396	0.2646	0.2603	1.6860	0.2613	1.4415	1.5086	0.2523	1.5045	1.6852	1.5966	1.5283	1.5570	1.6063	0.2552	1.0597	0.2495	1.5996	1.4440	0.2642	1.0946	0.2706	1.6253	0.2567	1.6024	1.2303	1.6427	1.4421	0.2908	1.5562	1.5609	1.7459	0.2806
11:19:16	30.2	0.2848	1.5896	1.6074	1.5953	1.5314	1.5882	1.6226	1.5787	1.5006	1.5088	0.2693	0.2737	1.5814	1.7084	1.3173	1.6956	1.5122	0.2688	1.5336	1.5575	1.5330	0.2677	0.2775	1.4711	1.5414	1.2041	1.5374	1.2014	1.5212	0.2688	1.5395	1.5909	1.5008	1.5853	0.2674	1.5214	1.6015	1.5086	1.5446	1.4983	1.5540	0.2623	1.5997	1.5253	1.6695	1.1501	0.2579	1.4061	1.4737	1.6619	1.5153	1.6611	1.5292	0.2720	1.5792	0.2613	1.1209	1.5275	0.2717	1.4975	1.1125	1.5439	1.5608	1.5354	0.2639	0.2605	1.6905	0.2592	1.4476	1.5149	0.2525	1.5082	1.6883	1.6025	1.5314	1.5584	1.6048	0.2551	1.0776	0.2497	1.6055	1.4506	0.2641	1.1113	0.2707	1.6294	0.2567	1.6076	1.2488	1.6412	1.4477	0.2909	1.5579	1.5667	1.7437	0.2806
11:29:16	30.2	0.2848	1.5952	1.6102	1.5801	1.5398	1.5910	1.6232	1.5765	1.5147	1.5145	0.2695	0.2737	1.5758	1.7098	1.3346	1.6988	1.5185	0.2690	1.5379	1.5564	1.5411	0.2676	0.2775	1.4780	1.5346	1.2159	1.5412	1.2152	1.5183	0.2688	1.5564	1.5923	1.5054	1.5872	0.2675	1.5223	1.6071	1.4953	1.5439	1.4923	1.5543	0.2624	1.6062	1.5328	1.6714	1.1721	0.2580	1.4088	1.4716	1.6626	1.5165	1.6564	1.5298	0.2719	1.5905	0.2611	1.1415	1.5293	0.2717	1.5004	1.1276	1.5414	1.5648	1.5370	0.2656	0.2601	1.6921	0.2597	1.4504	1.5169	0.2525	1.5072	1.6886	1.5989	1.5317	1.5581	1.6121	0.2552	1.0949	0.2496	1.6046	1.4539	0.2642	1.1302	0.2706	1.6294	0.2568	1.6108	1.2700	1.6436	1.4477	0.2908	1.5602	1.5714	1.7454	0.2806
