

Software Version	3.14.03



Experiment File Path:	C:\Users\Public\Documents\Experiments\Hermina\serial_passage\8July24\day1--8July24.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\rough_growth_curve.prt



Plate Number	Plate 1
Date	08/07/2024
Time	11:59:28
Reader Type:	Epoch 2
Reader Serial Number:	23053024
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 30°C, Gradient 1 °C
	Preheat before moving to next step
Read	OD 600
	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
Start Kinetic	Runtime 24:00:00 (HH:MM:SS), Interval 0:10:00, 145 Reads
    Shake	Double Orbital: Continuous
	Frequency: 205 cpm (5 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

OD 600:600

11:39:16	30.1	0.2849	1.5907	1.6130	1.5938	1.5411	1.5954	1.6277	1.5833	1.5128	1.5104	0.2693	0.2735	1.5815	1.7096	1.3455	1.7011	1.5222	0.2689	1.5393	1.5647	1.5431	0.2676	0.2774	1.4828	1.5361	1.2264	1.5409	1.2270	1.5212	0.2689	1.5342	1.5991	1.5078	1.5851	0.2674	1.5284	1.6050	1.5076	1.5482	1.5024	1.5643	0.2625	1.6092	1.5385	1.6703	1.1909	0.2580	1.4059	1.4676	1.6652	1.5163	1.6602	1.5375	0.2716	1.5888	0.2614	1.1620	1.5385	0.2717	1.5007	1.1449	1.5416	1.5689	1.5344	0.2641	0.2602	1.6932	0.2563	1.4532	1.5225	0.2525	1.5136	1.6921	1.6070	1.5388	1.5665	1.6120	0.2552	1.1116	0.2496	1.6087	1.4660	0.2642	1.1546	0.2706	1.6282	0.2567	1.6110	1.2885	1.6454	1.4497	0.2908	1.5593	1.5818	1.7471	0.2806
11:49:16	30.2	0.2848	1.5937	1.6125	1.5962	1.5481	1.5998	1.6288	1.5836	1.5008	1.5256	0.2693	0.2737	1.5780	1.7115	1.3584	1.7000	1.5280	0.2688	1.5398	1.5670	1.5484	0.2675	0.2774	1.4908	1.5381	1.2358	1.5428	1.2394	1.5222	0.2689	1.5338	1.6009	1.4906	1.5909	0.2675	1.5352	1.6094	1.5090	1.5467	1.4966	1.5716	0.2624	1.6136	1.5449	1.6741	1.2219	0.2581	1.4001	1.4734	1.6655	1.5222	1.6605	1.5417	0.2717	1.5903	0.2613	1.1819	1.5322	0.2716	1.5091	1.1579	1.5419	1.5738	1.5366	0.2669	0.2602	1.6989	0.2579	1.4635	1.5260	0.2523	1.5161	1.6950	1.6028	1.5432	1.5641	1.6195	0.2552	1.1295	0.2497	1.6094	1.4658	0.2642	1.1909	0.2707	1.6388	0.2567	1.6195	1.3099	1.6495	1.4523	0.2908	1.5623	1.5867	1.7506	0.2806
11:59:16	30.1	0.2848	1.5987	1.6167	1.5912	1.5462	1.6033	1.6297	1.5801	1.4860	1.5203	0.2692	0.2737	1.5847	1.7122	1.3724	1.7056	1.5311	0.2687	1.5354	1.5664	1.5524	0.2675	0.2775	1.4973	1.5332	1.2436	1.5493	1.2481	1.5661	0.2688	1.5342	1.6001	1.4970	1.5888	0.2674	1.5331	1.6061	1.5186	1.5506	1.5147	1.5751	0.2623	1.6120	1.5483	1.6751	1.2405	0.2578	1.4160	1.4856	1.6652	1.5167	1.6641	1.5419	0.2716	1.5944	0.2611	1.1981	1.5413	0.2714	1.5091	1.1714	1.5468	1.5706	1.5370	0.2641	0.2602	1.6991	0.2597	1.4618	1.5291	0.2523	1.5238	1.6914	1.6072	1.5435	1.5611	1.6184	0.2550	1.1432	0.2496	1.6057	1.4656	0.2642	1.2146	0.2707	1.6363	0.2565	1.6189	1.3220	1.6488	1.4574	0.2907	1.5594	1.5859	1.7507	0.2806
12:09:16	30.2	0.2848	1.5989	1.6189	1.6047	1.5490	1.6033	1.6361	1.5910	1.4851	1.5254	0.2693	0.2736	1.5876	1.7137	1.3811	1.7045	1.5349	0.2688	1.5350	1.5751	1.5584	0.2676	0.2774	1.4964	1.5427	1.2497	1.5530	1.2573	1.5253	0.2688	1.5259	1.6043	1.5023	1.5982	0.2673	1.5413	1.6123	1.5260	1.5534	1.5143	1.5814	0.2624	1.6152	1.5502	1.6809	1.2642	0.2578	1.3988	1.4882	1.6674	1.5186	1.6693	1.5461	0.2716	1.5880	0.2610	1.2124	1.5430	0.2714	1.5153	1.1808	1.5486	1.5726	1.5347	0.2650	0.2603	1.7046	0.2616	1.4672	1.5329	0.2525	1.5280	1.6991	1.6035	1.5469	1.5572	1.6254	0.2552	1.1574	0.2496	1.6155	1.4758	0.2641	1.2381	0.2706	1.6438	0.2566	1.6193	1.3323	1.6486	1.4587	0.2908	1.5589	1.5886	1.7552	0.2805
12:19:16	30.2	0.2849	1.6118	1.6230	1.6002	1.5502	1.6087	1.6324	1.5885	1.4921	1.5307	0.2694	0.2736	1.5868	1.7156	1.3932	1.7084	1.5366	0.2688	1.5335	1.5700	1.5621	0.2676	0.2775	1.4973	1.5396	1.2526	1.5530	1.2648	1.5359	0.2689	1.5371	1.6067	1.5094	1.5995	0.2674	1.5366	1.6139	1.5229	1.5577	1.5092	1.5832	0.2623	1.6211	1.5539	1.6782	1.2828	0.2578	1.4106	1.4920	1.6700	1.5167	1.6652	1.5469	0.2718	1.5897	0.2611	1.2277	1.5492	0.2715	1.5127	1.1893	1.5494	1.5760	1.5364	0.2640	0.2600	1.7032	0.2621	1.4714	1.5317	0.2525	1.5303	1.6998	1.6053	1.5527	1.5552	1.6249	0.2551	1.1697	0.2496	1.6149	1.4756	0.2642	1.2605	0.2706	1.6466	0.2567	1.6197	1.3497	1.6481	1.4618	0.2908	1.5597	1.5902	1.7539	0.2805
12:29:16	30.1	0.2849	1.6129	1.6216	1.6097	1.5544	1.6143	1.6345	1.5934	1.5951	1.5367	0.2693	0.2737	1.5887	1.7172	1.4017	1.7094	1.5388	0.2689	1.5321	1.5756	1.5613	0.2677	0.2776	1.4967	1.5378	1.2550	1.5573	1.2700	1.5366	0.2690	1.5587	1.6096	1.5123	1.6005	0.2674	1.5423	1.6184	1.5221	1.5606	1.5180	1.5871	0.2625	1.6195	1.5549	1.6810	1.3014	0.2577	1.4502	1.4869	1.6700	1.5166	1.6687	1.5484	0.2716	1.5942	0.2612	1.2415	1.5532	0.2716	1.5173	1.1965	1.5489	1.5772	1.5367	0.2647	0.2601	1.7066	0.2578	1.4741	1.5358	0.2524	1.5361	1.7010	1.6034	1.5536	1.5553	1.6271	0.2551	1.1837	0.2497	1.6195	1.4798	0.2642	1.2796	0.2707	1.6492	0.2568	1.6239	1.3571	1.6507	1.4635	0.2909	1.5592	1.5923	1.7559	0.2805
12:39:16	30.1	0.2849	1.6081	1.6230	1.6106	1.5576	1.6150	1.6375	1.5941	1.5342	1.5374	0.2694	0.2736	1.5796	1.7169	1.4095	1.7083	1.5429	0.2689	1.5297	1.5761	1.5688	0.2674	0.2776	1.5007	1.5454	1.2559	1.5559	1.2755	1.5338	0.2689	1.5274	1.6089	1.5096	1.6070	0.2674	1.5455	1.6186	1.5264	1.5608	1.5084	1.5875	0.2624	1.6229	1.5584	1.6860	1.3203	0.2576	1.4925	1.4922	1.6721	1.5194	1.6728	1.5500	0.2719	1.5786	0.2612	1.2536	1.5539	0.2714	1.5177	1.2025	1.5518	1.5850	1.5363	0.2644	0.2600	1.7083	0.2571	1.4776	1.5387	0.2525	1.5366	1.7050	1.6024	1.5515	1.5542	1.6261	0.2551	1.1922	0.2497	1.6195	1.5078	0.2643	1.2968	0.2706	1.6474	0.2567	1.6296	1.3685	1.6492	1.4639	0.2909	1.5583	1.5958	1.7607	0.2810
12:49:16	30.1	0.2848	1.6047	1.6298	1.6039	1.5596	1.6168	1.6381	1.5997	1.5317	1.5421	0.2695	0.2737	1.5797	1.7211	1.4178	1.7090	1.5394	0.2690	1.5248	1.5809	1.5715	0.2676	0.2774	1.5079	1.5421	1.2551	1.5588	1.2792	1.5505	0.2689	1.5493	1.6119	1.5040	1.6082	0.2674	1.5523	1.6223	1.5338	1.5656	1.5165	1.5836	0.2624	1.6226	1.5599	1.6879	1.3366	0.2575	1.4681	1.4930	1.6738	1.5188	1.6736	1.5515	0.2718	1.5939	0.2612	1.2649	1.5513	0.2717	1.5293	1.2064	1.5517	1.5908	1.5351	0.2639	0.2602	1.7050	0.2628	1.4828	1.5426	0.2526	1.5374	1.7041	1.5952	1.5558	1.5472	1.6291	0.2552	1.2064	0.2497	1.6216	1.4841	0.2642	1.3113	0.2707	1.6516	0.2568	1.6275	1.3757	1.6483	1.4681	0.2912	1.5588	1.6007	1.7625	0.2807
12:59:16	30.2	0.2851	1.5964	1.6274	1.6154	1.5646	1.6230	1.6429	1.6021	1.5450	1.5348	0.2695	0.2738	1.5785	1.7211	1.4229	1.7112	1.5459	0.2690	1.5272	1.5843	1.5727	0.2676	0.2776	1.4961	1.5590	1.2519	1.5690	1.2826	1.5339	0.2690	1.5393	1.6140	1.5331	1.6118	0.2676	1.5484	1.6234	1.5334	1.5666	1.5218	1.5932	0.2626	1.6283	1.5638	1.6883	1.3546	0.2576	1.4933	1.4962	1.6737	1.5187	1.6743	1.5578	0.2722	1.5887	0.2613	1.2732	1.5622	0.2716	1.5228	1.2084	1.5534	1.5959	1.5335	0.2659	0.2604	1.7137	0.2604	1.4856	1.5466	0.2529	1.5413	1.7062	1.5985	1.5601	1.5448	1.6370	0.2552	1.2151	0.2498	1.6228	1.5020	0.2643	1.3283	0.2707	1.6572	0.2567	1.6331	1.3875	1.6466	1.4728	0.2909	1.5588	1.6031	1.7613	0.2806
13:09:16	30.2	0.2852	1.6063	1.6300	1.6054	1.5652	1.6230	1.6460	1.5990	1.5091	1.5459	0.2694	0.2737	1.5695	1.7219	1.4279	1.7106	1.5482	0.2690	1.5225	1.5844	1.5771	0.2677	0.2776	1.5037	1.5357	1.2490	1.5638	1.2838	1.5393	0.2689	1.5411	1.6156	1.5244	1.6128	0.2676	1.5516	1.6246	1.5372	1.5627	1.5242	1.5915	0.2624	1.6291	1.5648	1.6895	1.3676	0.2576	1.4607	1.5100	1.6785	1.5174	1.6763	1.5576	0.2718	1.5794	0.2612	1.2840	1.5635	0.2716	1.5259	1.2065	1.5465	1.5951	1.5286	0.2642	0.2604	1.7153	0.2611	1.4908	1.5479	0.2527	1.5423	1.7110	1.5977	1.5598	1.5495	1.6371	0.2552	1.2254	0.2497	1.6258	1.5005	0.2644	1.3393	0.2707	1.6570	0.2567	1.6332	1.3965	1.6478	1.4769	0.2909	1.5578	1.6017	1.7633	0.2805
13:19:16	30.1	0.2851	1.6046	1.6349	1.6047	1.5660	1.6260	1.6448	1.6001	1.4974	1.5451	0.2694	0.2737	1.5673	1.7256	1.4331	1.7116	1.5487	0.2690	1.5208	1.5851	1.5786	0.2675	0.2776	1.5034	1.5393	1.2478	1.5702	1.2847	1.5363	0.2689	1.5484	1.6190	1.4938	1.6191	0.2675	1.5579	1.6258	1.5416	1.5668	1.5327	1.5908	0.2625	1.6313	1.5646	1.6926	1.3805	0.2576	1.4568	1.5028	1.6774	1.5155	1.6773	1.5603	0.2718	1.5822	0.2611	1.2925	1.5603	0.2717	1.5291	1.2066	1.5483	1.5994	1.5291	0.2640	0.2600	1.7120	0.2570	1.4908	1.5498	0.2526	1.5465	1.7107	1.6009	1.5630	1.5448	1.6368	0.2551	1.2336	0.2496	1.6281	1.5070	0.2642	1.3485	0.2707	1.6559	0.2566	1.6323	1.4030	1.6469	1.4773	0.2908	1.5558	1.6067	1.7666	0.2808
13:29:16	30.1	0.2851	1.6028	1.6363	1.6090	1.5691	1.6315	1.6536	1.6024	1.5296	1.5457	0.2694	0.2736	1.5753	1.7245	1.4354	1.7128	1.5557	0.2689	1.5198	1.5902	1.5820	0.2675	0.2775	1.5114	1.5383	1.2452	1.5704	1.2855	1.5545	0.2690	1.5494	1.6213	1.4945	1.6203	0.2675	1.5581	1.6250	1.5435	1.5685	1.5278	1.5976	0.2624	1.6367	1.5684	1.6967	1.3953	0.2576	1.4566	1.5069	1.6815	1.5161	1.6770	1.5656	0.2719	1.5931	0.2613	1.2996	1.5563	0.2715	1.5243	1.2027	1.5461	1.6022	1.5281	0.2670	0.2601	1.7155	0.2587	1.4989	1.5539	0.2527	1.5513	1.7117	1.5843	1.5676	1.5479	1.6413	0.2550	1.2424	0.2495	1.6288	1.5089	0.2642	1.3598	0.2707	1.6561	0.2566	1.6340	1.4046	1.6441	1.4814	0.2908	1.5552	1.6091	1.7677	0.2807
13:39:16	30.1	0.2850	1.6070	1.6398	1.6099	1.5682	1.6336	1.6499	1.6016	1.5296	1.5511	0.2693	0.2736	1.5808	1.7231	1.4378	1.7124	1.5532	0.2690	1.5117	1.5915	1.5846	0.2683	0.2775	1.5201	1.5294	1.2415	1.5658	1.2845	1.5363	0.2689	1.6520	1.6233	1.5047	1.6232	0.2675	1.5573	1.6301	1.5505	1.5721	1.5218	1.5960	0.2624	1.6336	1.5702	1.6950	1.4036	0.2577	1.4522	1.5043	1.6802	1.5225	1.6812	1.5668	0.2719	1.5944	0.2612	1.3067	1.5597	0.2715	1.5274	1.1987	1.5493	1.6002	1.5273	0.2655	0.2600	1.7157	0.2604	1.4986	1.5499	0.2525	1.5532	1.7139	1.6247	1.5688	1.5699	1.6403	0.2552	1.2490	0.2495	1.6253	1.5155	0.2642	1.3689	0.2706	1.6562	0.2567	1.6333	1.4120	1.6464	1.4890	0.2909	1.5537	1.6111	1.7686	0.2808
13:49:16	30.2	0.2851	1.6298	1.6376	1.6063	1.5704	1.6346	1.6526	1.6057	1.5493	1.5568	0.2694	0.2736	1.5765	1.7270	1.4401	1.7145	1.5589	0.2690	1.4996	1.5952	1.5892	0.2675	0.2775	1.5126	1.5284	1.2333	1.5703	1.2807	1.5322	0.2690	1.5637	1.6227	1.5001	1.6216	0.2676	1.5631	1.6310	1.5576	1.5733	1.5452	1.5997	0.2624	1.6376	1.5730	1.6951	1.4110	0.2577	1.4746	1.5258	1.6830	1.5173	1.6828	1.5705	0.2718	1.5901	0.2611	1.3120	1.5668	0.2715	1.5361	1.1952	1.5452	1.6111	1.5202	0.2640	0.2603	1.7155	0.2612	1.5046	1.5593	0.2526	1.5548	1.7181	1.5897	1.5719	1.5479	1.6435	0.2551	1.2551	0.2497	1.6318	1.4972	0.2643	1.3763	0.2707	1.6581	0.2567	1.6375	1.4177	1.6463	1.4902	0.2910	1.5522	1.6170	1.7717	0.2808
13:59:16	30.1	0.2850	1.6251	1.6385	1.6250	1.5715	1.6359	1.6544	1.6064	1.5832	1.5591	0.2695	0.2737	1.5781	1.7270	1.4441	1.7129	1.5585	0.2688	1.4970	1.5926	1.5883	0.2675	0.2775	1.5138	1.5322	1.2265	1.5726	1.2774	1.5352	0.2689	1.5421	1.6254	1.5056	1.6218	0.2674	1.5687	1.6357	1.5563	1.5726	1.5445	1.6027	0.2624	1.6371	1.5756	1.6947	1.4173	0.2579	1.4778	1.5155	1.6843	1.5140	1.6843	1.5709	0.2718	1.5906	0.2612	1.3167	1.5646	0.2715	1.5351	1.1904	1.5432	1.6060	1.5165	0.2649	0.2602	1.7133	0.2584	1.5076	1.5612	0.2525	1.5553	1.7137	1.5801	1.5739	1.5646	1.6465	0.2552	1.2589	0.2495	1.6320	1.5167	0.2643	1.3826	0.2708	1.6606	0.2567	1.6350	1.4185	1.6452	1.4929	0.2910	1.5494	1.6138	1.7695	0.2806
14:09:16	30.1	0.2850	1.6160	1.6412	1.6178	1.5757	1.6406	1.6561	1.6092	1.5394	1.5614	0.2695	0.2735	1.5842	1.7277	1.4449	1.7152	1.5610	0.2691	1.4937	1.5998	1.5916	0.2675	0.2775	1.5195	1.5389	1.2179	1.5760	1.2725	1.5344	0.2691	1.5491	1.6276	1.5180	1.6228	0.2676	1.5683	1.6387	1.5568	1.5729	1.5410	1.6061	0.2625	1.6439	1.5778	1.6940	1.4210	0.2579	1.4799	1.5265	1.6836	1.5156	1.6843	1.5721	0.2718	1.5897	0.2613	1.3211	1.5674	0.2716	1.5363	1.1833	1.5396	1.6121	1.5113	0.2640	0.2602	1.7115	0.2617	1.5101	1.5633	0.2526	1.5591	1.7190	1.5751	1.5738	1.5475	1.6476	0.2551	1.2630	0.2495	1.6337	1.5174	0.2643	1.3867	0.2709	1.6639	0.2566	1.6384	1.4238	1.6413	1.4970	0.2908	1.5454	1.6124	1.7705	0.2807
14:19:16	30.1	0.2851	1.6141	1.6435	1.6335	1.5760	1.6383	1.6547	1.6101	1.5511	1.5643	0.2696	0.2736	1.5868	1.7304	1.4469	1.7141	1.5644	0.2690	1.4885	1.5961	1.5913	0.2675	0.2776	1.5246	1.5289	1.2076	1.5762	1.2677	1.5387	0.2690	1.5729	1.6285	1.5049	1.6245	0.2676	1.5736	1.6386	1.5638	1.5793	1.5483	1.6067	0.2625	1.6407	1.5792	1.6936	1.4277	0.2580	1.4938	1.5280	1.6866	1.5099	1.6846	1.5760	0.2717	1.5915	0.2612	1.3242	1.5716	0.2716	1.5416	1.1778	1.5394	1.6101	1.5116	0.2646	0.2603	1.7097	0.2623	1.5175	1.5656	0.2526	1.5624	1.7196	1.5699	1.5780	1.5497	1.6488	0.2551	1.2649	0.2496	1.6318	1.5195	0.2643	1.3913	0.2709	1.6622	0.2567	1.6369	1.4265	1.6397	1.4988	0.2909	1.5422	1.6119	1.7684	0.2807
14:29:16	30.1	0.2852	1.5948	1.6418	1.6140	1.5795	1.6388	1.6515	1.6098	1.5842	1.5639	0.2694	0.2738	1.5782	1.7280	1.4463	1.7153	1.5670	0.2691	1.4848	1.5971	1.5916	0.2675	0.2775	1.5243	1.5239	1.1983	1.5785	1.2628	1.5509	0.2691	1.5689	1.6294	1.5151	1.6193	0.2677	1.5697	1.6378	1.5600	1.5823	1.5433	1.6058	0.2625	1.6385	1.5802	1.6919	1.4311	0.2581	1.4679	1.5319	1.6859	1.5141	1.6857	1.5765	0.2718	1.5960	0.2614	1.3258	1.5739	0.2717	1.5373	1.1715	1.5389	1.6075	1.5173	0.2670	0.2604	1.7091	0.2604	1.5163	1.5682	0.2527	1.5607	1.7202	1.5703	1.5762	1.5466	1.6473	0.2552	1.2673	0.2496	1.6286	1.5183	0.2644	1.3964	0.2709	1.6581	0.2568	1.6353	1.4278	1.6420	1.5032	0.2911	1.5407	1.6082	1.7676	0.2807
14:39:16	30.1	0.2852	1.6385	1.6407	1.6391	1.5786	1.6446	1.6584	1.6132	1.5497	1.5640	0.2695	0.2737	1.6241	1.7281	1.4483	1.7144	1.5680	0.2689	1.4717	1.5993	1.5906	0.2675	0.2776	1.5279	1.5180	1.1849	1.5790	1.2573	1.5619	0.2689	1.5495	1.6317	1.5245	1.6177	0.2675	1.5691	1.6441	1.5655	1.5835	1.5435	1.6092	0.2625	1.6389	1.5842	1.6913	1.4328	0.2581	1.4691	1.5325	1.6875	1.5130	1.6841	1.5794	0.2718	1.5922	0.2613	1.3258	1.5740	0.2716	1.5390	1.1652	1.5342	1.6105	1.5062	0.2640	0.2600	1.7111	0.2619	1.5211	1.5706	0.2527	1.5577	1.7203	1.5711	1.5771	1.5500	1.6436	0.2551	1.2688	0.2495	1.6307	1.5179	0.2644	1.4005	0.2709	1.6631	0.2567	1.6361	1.4265	1.6449	1.5042	0.2910	1.5380	1.6124	1.7665	0.2807
14:49:16	30.1	0.2851	1.6127	1.6464	1.6732	1.5837	1.6472	1.6565	1.6123	1.5481	1.5665	0.2694	0.2736	1.6170	1.7294	1.4434	1.7136	1.5698	0.2689	1.4641	1.6054	1.5891	0.2677	0.2776	1.5276	1.5195	1.1704	1.5861	1.2471	1.5263	0.2689	1.5685	1.6309	1.5359	1.6158	0.2676	1.5708	1.6442	1.5669	1.5882	1.5573	1.6100	0.2625	1.6384	1.5922	1.6899	1.4354	0.2580	1.4764	1.5401	1.6877	1.5067	1.6847	1.5820	0.2718	1.5912	0.2612	1.3243	1.5745	0.2716	1.5466	1.1570	1.5314	1.6103	1.5004	0.2669	0.2602	1.7112	0.2619	1.5260	1.5728	0.2525	1.5630	1.7238	1.5687	1.5839	1.5440	1.6435	0.2551	1.2675	0.2495	1.6321	1.5168	0.2643	1.4034	0.2707	1.6640	0.2566	1.6392	1.4241	1.6352	1.5065	0.2910	1.5329	1.6091	1.7654	0.2808
14:59:16	30.1	0.2850	1.6192	1.6486	1.6146	1.5838	1.6453	1.6542	1.6147	1.5780	1.5668	0.2694	0.2736	1.5801	1.7269	1.4474	1.7169	1.5697	0.2690	1.4559	1.6041	1.5898	0.2675	0.2775	1.5307	1.5160	1.1596	1.5864	1.2402	1.5380	0.2689	1.5383	1.6344	1.5395	1.6175	0.2675	1.5677	1.6461	1.5708	1.5895	1.5581	1.6058	0.2624	1.6375	1.5874	1.6913	1.4400	0.2581	1.5153	1.5423	1.6891	1.5075	1.6829	1.5817	0.2719	1.5921	0.2612	1.3231	1.5748	0.2715	1.5518	1.1488	1.5289	1.6075	1.4955	0.2638	0.2601	1.7126	0.2608	1.5281	1.5707	0.2527	1.5632	1.7229	1.5714	1.5833	1.5408	1.6431	0.2551	1.2683	0.2496	1.6330	1.5213	0.2643	1.4076	0.2707	1.6634	0.2566	1.6389	1.4312	1.6342	1.5087	0.2910	1.5307	1.6092	1.7654	0.2809
15:09:16	30.1	0.2850	1.6069	1.6462	1.6247	1.5851	1.6446	1.6511	1.6153	1.5384	1.5732	0.2693	0.2735	1.5854	1.7258	1.4475	1.7149	1.5714	0.2690	1.4538	1.6043	1.5857	0.2675	0.2776	1.5209	1.5128	1.1484	1.5861	1.2309	1.5319	0.2689	1.5385	1.6349	1.5416	1.6171	0.2677	1.5649	1.6474	1.5696	1.5887	1.5547	1.6033	0.2624	1.6382	1.5881	1.6913	1.4435	0.2581	1.4886	1.5475	1.6895	1.5042	1.6846	1.5840	0.2717	1.5901	0.2611	1.3195	1.5722	0.2714	1.5482	1.1365	1.5271	1.6082	1.4927	0.2658	0.2602	1.7128	0.2607	1.5285	1.5674	0.2527	1.5622	1.7207	1.5686	1.5823	1.5615	1.6420	0.2551	1.2658	0.2494	1.6374	1.5146	0.2644	1.4120	0.2708	1.6648	0.2567	1.6372	1.4329	1.6350	1.5128	0.2910	1.5282	1.6100	1.7665	0.2806
15:19:16	30.1	0.2849	1.6177	1.6433	1.6064	1.5856	1.6413	1.6539	1.6143	1.5516	1.5682	0.2695	0.2737	1.5902	1.7267	1.4480	1.7155	1.5737	0.2690	1.4490	1.6031	1.5829	0.2676	0.2775	1.5306	1.5456	1.1372	1.5887	1.2223	1.5346	0.2690	1.5409	1.6359	1.5470	1.6141	0.2676	1.5640	1.6487	1.5664	1.5885	1.5532	1.6046	0.2626	1.6383	1.5932	1.6924	1.4471	0.2580	1.4845	1.5475	1.6918	1.5013	1.6840	1.5823	0.2719	1.5883	0.2612	1.3155	1.5738	0.2717	1.5479	1.1305	1.5260	1.6050	1.4866	0.2661	0.2603	1.7126	0.2583	1.5301	1.5713	0.2526	1.5623	1.7199	1.5672	1.5828	1.5373	1.6454	0.2552	1.2655	0.2497	1.6370	1.5141	0.2643	1.4164	0.2707	1.6653	0.2566	1.6405	1.4323	1.6330	1.5128	0.2910	1.5267	1.6091	1.7673	0.2807
15:29:16	30.1	0.2852	1.6044	1.6415	1.6068	1.5872	1.6390	1.6553	1.6131	1.5526	1.5682	0.2695	0.2736	1.5878	1.7289	1.4464	1.7156	1.5756	0.2690	1.4470	1.6074	1.5834	0.2677	0.2776	1.5355	1.5098	1.1257	1.5873	1.2110	1.5228	0.2691	1.5318	1.6352	1.5472	1.6148	0.2675	1.5618	1.6492	1.5784	1.5933	1.5739	1.6050	0.2625	1.6394	1.5953	1.6927	1.4508	0.2580	1.4798	1.5436	1.6902	1.5066	1.6849	1.5844	0.2718	1.5856	0.2613	1.3102	1.5750	0.2716	1.5486	1.1198	1.5241	1.6076	1.4825	0.2658	0.2602	1.7150	0.2624	1.5366	1.5706	0.2526	1.5630	1.7179	1.5553	1.5807	1.5327	1.6441	0.2552	1.2646	0.2496	1.6363	1.5173	0.2643	1.4220	0.2707	1.6667	0.2567	1.6405	1.4304	1.6312	1.5176	0.2911	1.5287	1.6097	1.7681	0.2808
15:39:16	30.1	0.2851	1.6014	1.6408	1.5899	1.5861	1.6404	1.6540	1.6084	1.5716	1.5672	0.2693	0.2736	1.5875	1.7287	1.4467	1.7167	1.5807	0.2689	1.4383	1.6067	1.5841	0.2674	0.2774	1.5242	1.5093	1.1141	1.5912	1.1986	1.5185	0.2689	1.5446	1.6378	1.5342	1.6153	0.2676	1.5647	1.6502	1.5799	1.5943	1.5574	1.6055	0.2624	1.6403	1.5955	1.6929	1.4504	0.2580	1.4797	1.5507	1.6913	1.5224	1.6852	1.5835	0.2717	1.5855	0.2612	1.3050	1.5750	0.2716	1.5478	1.1104	1.5196	1.6068	1.4770	0.2640	0.2602	1.7138	0.2596	1.5372	1.5700	0.2526	1.5614	1.7188	1.5552	1.5796	1.5316	1.6461	0.2551	1.2620	0.2496	1.6384	1.5150	0.2642	1.4233	0.2706	1.6690	0.2567	1.6394	1.4309	1.6285	1.5170	0.2909	1.5207	1.6084	1.7662	0.2806
15:49:16	30.1	0.2852	1.5979	1.6395	1.6211	1.5905	1.6422	1.6561	1.6103	1.5465	1.5667	0.2694	0.2738	1.5907	1.7288	1.4443	1.7177	1.5813	0.2690	1.4297	1.6066	1.5873	0.2676	0.2775	1.5287	1.5079	1.1023	1.5899	1.1883	1.5203	0.2690	1.5314	1.6375	1.5430	1.6182	0.2674	1.5629	1.6506	1.5842	1.5951	1.5689	1.6069	0.2625	1.6409	1.5974	1.6936	1.4528	0.2579	1.4811	1.5586	1.6918	1.4954	1.6864	1.5825	0.2718	1.5802	0.2612	1.2990	1.5749	0.2715	1.5504	1.1022	1.5224	1.6083	1.4745	0.2670	0.2602	1.7145	0.2617	1.5366	1.5709	0.2527	1.5626	1.7191	1.5487	1.5787	1.5244	1.6449	0.2551	1.2595	0.2495	1.6403	1.5123	0.2645	1.4284	0.2708	1.6684	0.2567	1.6388	1.4320	1.6272	1.5240	0.2910	1.5165	1.6094	1.7667	0.2806
15:59:16	30.1	0.2853	1.6014	1.6404	1.6203	1.5889	1.6424	1.6576	1.6102	1.5272	1.5621	0.2695	0.2738	1.5909	1.7291	1.4413	1.7175	1.5792	0.2690	1.4268	1.6069	1.5854	0.2675	0.2775	1.5251	1.4994	1.0896	1.5900	1.1750	1.5164	0.2690	1.5302	1.6391	1.5247	1.6164	0.2677	1.5634	1.6520	1.5835	1.5935	1.5711	1.6083	0.2625	1.6421	1.5986	1.6949	1.4549	0.2579	1.4740	1.5576	1.6930	1.4953	1.6874	1.5853	0.2719	1.5746	0.2612	1.2923	1.5729	0.2717	1.5512	1.0924	1.5176	1.6090	1.4684	0.2641	0.2603	1.7150	0.2585	1.5390	1.5714	0.2527	1.5635	1.7195	1.5494	1.5780	1.5243	1.6472	0.2551	1.2555	0.2496	1.6396	1.5145	0.2644	1.4302	0.2708	1.6690	0.2569	1.6425	1.4301	1.6227	1.5275	0.2911	1.5104	1.6090	1.7681	0.2810
